	headline_time_created	headline_id	headline_text	headline_language	headline_source	headline_url
10	Fri, 24 Jul 2020 22:02:00 GMT	52780949312648	Singaporean consultant pleads guilty to acting as agent for China, targeting Americans for intelligence recruitment - The Washington Post		The Washington Post	https://news.google.com/__i/rss/rd/articles/CBMi3wFodHRwczovL3d3dy53YXNoaW5ndG9ucG9zdC5jb20vbG9jYWwvbGVnYWwtaXNzdWVzL3NpbmdhcG9yZWFuLWNvbnN1bHRhbnQtcGxlYWRzLWd1aWx0eS10by1hY3RpbmctYXMtYWdlbnQtZm9yLWNoaW5hLXRhcmdldGluZy1hbWVyaWNhbnMtZm9yLWludGVsbGlnZW5jZS1yZWNydWl0bWVudC8yMDIwLzA3LzI0Lzc5MDcwY2Q4LWNkYjMtMTFlYS1iYzZhLTY4NDFiMjhkOTA5M19zdG9yeS5odG1s0gHuAWh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS9sb2NhbC9sZWdhbC1pc3N1ZXMvc2luZ2Fwb3JlYW4tY29uc3VsdGFudC1wbGVhZHMtZ3VpbHR5LXRvLWFjdGluZy1hcy1hZ2VudC1mb3ItY2hpbmEtdGFyZ2V0aW5nLWFtZXJpY2Fucy1mb3ItaW50ZWxsaWdlbmNlLXJlY3J1aXRtZW50LzIwMjAvMDcvMjQvNzkwNzBjZDgtY2RiMy0xMWVhLWJjNmEtNjg0MWIyOGQ5MDkzX3N0b3J5Lmh0bWw_b3V0cHV0VHlwZT1hbXA?oc=5
11	Sat, 25 Jul 2020 16:47:00 GMT	52780942111421	Passengers on airplane 'harassed' by fighter jet can sue US: Iran - New York Post		New York Post	https://news.google.com/__i/rss/rd/articles/CBMiTmh0dHBzOi8vbnlwb3N0LmNvbS8yMDIwLzA3LzI1L3Bhc3NlbmdlcnMtb24taGFyYXNzZWQtYWlycGxhbmUtY2FuLXN1ZS11cy1pcmFuL9IBUmh0dHBzOi8vbnlwb3N0LmNvbS8yMDIwLzA3LzI1L3Bhc3NlbmdlcnMtb24taGFyYXNzZWQtYWlycGxhbmUtY2FuLXN1ZS11cy1pcmFuL2FtcC8?oc=5
12	Sat, 25 Jul 2020 19:41:00 GMT	52780948758776	Brazil's president tests negative for coronavirus - CNN		CNN	https://news.google.com/__i/rss/rd/articles/CBMiaWh0dHBzOi8vd3d3LmNubi5jb20vd29ybGQvbGl2ZS1uZXdzL2Nvcm9uYXZpcnVzLXBhbmRlbWljLTA3LTI1LTIwLWludGwvaF8yMWM0NWE2M2U3NjllNDExNjExNTA0YTJlNDRmZGExMNIBAA?oc=5
13	Sat, 25 Jul 2020 17:11:25 GMT	52780947891247	Coronavirus: Spain drives fears of European 'second wave' - BBC News		BBC News	https://news.google.com/__i/rss/rd/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1ldXJvcGUtNTM1MzkwMTXSATJodHRwczovL3d3dy5iYmMuY29tL25ld3MvYW1wL3dvcmxkLWV1cm9wZS01MzUzOTAxNQ?oc=5
14	Sat, 25 Jul 2020 16:10:00 GMT	52780945588527	Zuckerberg, Bezos, Cook and Pichai antitrust hearing rescheduled for Wednesday - CNET		CNET	https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LmNuZXQuY29tL25ld3MvenVja2VyYmVyZy1iZXpvcy1jb29rLWFuZC1waWNoYWktYW50aXRydXN0LWhlYXJpbmctcmVzY2hlZHVsZWQtZm9yLXdlZG5lc2RheS_SAXJodHRwczovL3d3dy5jbmV0LmNvbS9nb29nbGUtYW1wL25ld3MvenVja2VyYmVyZy1iZXpvcy1jb29rLWFuZC1waWNoYWktYW50aXRydXN0LWhlYXJpbmctcmVzY2hlZHVsZWQtZm9yLXdlZG5lc2RheS8?oc=5
15	Sat, 25 Jul 2020 00:07:00 GMT	52780948355732	Bankrupt Neiman Marcus to close its Bellevue location - Seattle Times		Seattle Times	https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3LnNlYXR0bGV0aW1lcy5jb20vYnVzaW5lc3MvcmV0YWlsL2JhbmtydXB0LW5laW1hbi1tYXJjdXMtdG8tY2xvc2UtaXRzLWJlbGxldnVlLWxvY2F0aW9uL9IBaWh0dHBzOi8vd3d3LnNlYXR0bGV0aW1lcy5jb20vYnVzaW5lc3MvcmV0YWlsL2JhbmtydXB0LW5laW1hbi1tYXJjdXMtdG8tY2xvc2UtaXRzLWJlbGxldnVlLWxvY2F0aW9uLz9hbXA9MQ?oc=5
16	Fri, 24 Jul 2020 19:28:00 GMT	52780948975896	Novavax’s 3,500% Surge on a Covid-19 Vaccine Faces First Test - Bloomberg		Bloomberg	https://news.google.com/__i/rss/rd/articles/CBMib2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIwLTA3LTI0L25vdmF2YXgtcy0zLTUwMC1zdXJnZS1vbi1hLWNvdmlkLTE5LXZhY2NpbmUtZmFjZXMtZmlyc3QtdGVzdNIBc2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vYW1wL25ld3MvYXJ0aWNsZXMvMjAyMC0wNy0yNC9ub3ZhdmF4LXMtMy01MDAtc3VyZ2Utb24tYS1jb3ZpZC0xOS12YWNjaW5lLWZhY2VzLWZpcnN0LXRlc3Q?oc=5
17	Sat, 25 Jul 2020 11:19:00 GMT	52780948369073	Ford Bronco vs. Jeep Wrangler: Here are some of the most rugged off roaders of all time - USA TODAY		USA TODAY	https://news.google.com/__i/rss/rd/articles/CBMigwFodHRwczovL3d3dy51c2F0b2RheS5jb20vcGljdHVyZS1nYWxsZXJ5L21vbmV5L2NhcnMvMjAyMC8wNy8yNS9icm9uY28tdnMtd3JhbmdsZXItc29tZS1tb3N0LXJ1Z2dlZC1vZmYtcm9hZGVycy1hbGwtdGltZS81NDkzODIyMDAyL9IBAA?oc=5
18	Sat, 25 Jul 2020 20:25:41 GMT	52780947362332	Apple starts making first flagship iPhone in India - The Verge		The Verge	https://news.google.com/__i/rss/rd/articles/CBMiTmh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIwLzcvMjUvMjEzMzg0MzYvYXBwbGUtaXBob25lMTEtaW5kaWEtZm94Y29ubi1jaGluYdIBW2h0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS9wbGF0Zm9ybS9hbXAvMjAyMC83LzI1LzIxMzM4NDM2L2FwcGxlLWlwaG9uZTExLWluZGlhLWZveGNvbm4tY2hpbmE?oc=5
19	Fri, 24 Jul 2020 23:30:00 GMT	52780948285234	Galaxy Watch 3 app reveals new gestures for calls, taking photos - 9to5Google		9to5Google	https://news.google.com/__i/rss/rd/articles/CBMiS2h0dHBzOi8vOXRvNWdvb2dsZS5jb20vMjAyMC8wNy8yNC9zYW1zdW5nLWdhbGF4eS13YXRjaC0zLWdlc3R1cmVzLWZlYXR1cmVzL9IBT2h0dHBzOi8vOXRvNWdvb2dsZS5jb20vMjAyMC8wNy8yNC9zYW1zdW5nLWdhbGF4eS13YXRjaC0zLWdlc3R1cmVzLWZlYXR1cmVzL2FtcC8?oc=5
20	Sat, 25 Jul 2020 15:00:00 GMT	52780945610797	With Game Pass Ultimate, PC gamers have no need for the Xbox Series X - TechRadar		TechRadar	https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3LnRlY2hyYWRhci5jb20vbmV3cy93aXRoLWdhbWUtcGFzcy11bHRpbWF0ZS1wYy1nYW1lcnMtaGF2ZS1uby1uZWVkLWZvci10aGUteGJveC1zZXJpZXMteNIBZ2h0dHBzOi8vd3d3LnRlY2hyYWRhci5jb20vYW1wL25ld3Mvd2l0aC1nYW1lLXBhc3MtdWx0aW1hdGUtcGMtZ2FtZXJzLWhhdmUtbm8tbmVlZC1mb3ItdGhlLXhib3gtc2VyaWVzLXg?oc=5
21	Sat, 25 Jul 2020 12:22:00 GMT	52780944718190	Microsoft Surface Duo could launch in time to fight Galaxy Z Fold 2 - Tom's Guide		Tom's Guide	https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vd3d3LnRvbXNndWlkZS5jb20vbmV3cy9taWNyb3NvZnQtc3VyZmFjZS1kdW8tY291bGQtbGF1bmNoLWluLXRpbWUtdG8tYmF0dGxlLWdhbGF4eS1mb2xkLTLSAWVodHRwczovL3d3dy50b21zZ3VpZGUuY29tL2FtcC9uZXdzL21pY3Jvc29mdC1zdXJmYWNlLWR1by1jb3VsZC1sYXVuY2gtaW4tdGltZS10by1iYXR0bGUtZ2FsYXh5LWZvbGQtMg?oc=5
22	Sat, 25 Jul 2020 20:09:00 GMT	52780951364900	Regis Philbin Dead at 88: Kelly Ripa and More Stars Pay Tribute to Legendary TV Host - E! NEWS		E! NEWS	https://news.google.com/__i/rss/rd/articles/CBMiemh0dHBzOi8vd3d3LmVvbmxpbmUuY29tL25ld3MvMTE3Mzc5Mi9yZWdpcy1waGlsYmluLWRlYWQtYXQtODgtamltbXkta2ltbWVsLWFuZC1tb3JlLXN0YXJzLXBheS10cmlidXRlLXRvLWxlZ2VuZGFyeS10di1ob3N00gF_aHR0cHM6Ly93d3cuZW9ubGluZS5jb20vYW1wL25ld3MvMTE3Mzc5Mi9yZWdpcy1waGlsYmluLWRlYWQtYXQtODg6LWppbW15LWtpbW1lbC1hbmQtbW9yZS1zdGFycy1wYXktdHJpYnV0ZS10by1sZWdlbmRhcnktdHYtaG9zdA?oc=5
23	Sat, 25 Jul 2020 17:56:42 GMT	CBMiJGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy91ay01MzUzOTk4OdIBKGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hbXAvdWstNTM1Mzk5ODk	Peter Green: Fleetwood Mac co-founder dies aged 73 - BBC News		BBC News	https://news.google.com/__i/rss/rd/articles/CBMiJGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy91ay01MzUzOTk4OdIBKGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hbXAvdWstNTM1Mzk5ODk?oc=5
24	Sat, 25 Jul 2020 20:26:15 GMT	52780948022325	Kanye West tweets he 'can beat Biden off of write ins' - Fox News		Fox News	https://news.google.com/__i/rss/rd/articles/CBMiS2h0dHBzOi8vd3d3LmZveG5ld3MuY29tL3BvbGl0aWNzL2thbnllLXdlc3QtdHdlZXRzLWJlYXQtYmlkZW4tb2ZmLXdyaXRlLWluc9IBT2h0dHBzOi8vd3d3LmZveG5ld3MuY29tL3BvbGl0aWNzL2thbnllLXdlc3QtdHdlZXRzLWJlYXQtYmlkZW4tb2ZmLXdyaXRlLWlucy5hbXA?oc=5
25	Sat, 25 Jul 2020 19:48:00 GMT	52780945877152	Taylor Swift’s ‘Folklore’ Sells 1.3 Million Copies in 24 Hours - Variety		Variety	https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vdmFyaWV0eS5jb20vMjAyMC9tdXNpYy9uZXdzL3RheWxvci1zd2lmdC1mb2xrbG9yZS1taWxsaW9uLXNvbGQtMjQtaG91cnMtMTIzNDcxNjU3OC_SAV9odHRwczovL3ZhcmlldHkuY29tLzIwMjAvbXVzaWMvbmV3cy90YXlsb3Itc3dpZnQtZm9sa2xvcmUtbWlsbGlvbi1zb2xkLTI0LWhvdXJzLTEyMzQ3MTY1NzgvYW1wLw?oc=5
26	Sat, 25 Jul 2020 20:21:19 GMT	52780948123674	New York Jets trade Jamal Adams to Seattle Seahawks, get two first-round picks - ESPN		ESPN	https://news.google.com/__i/rss/rd/articles/CBMid2h0dHBzOi8vd3d3LmVzcG4uY29tL25mbC9zdG9yeS9fL2lkLzI5NTM3NDQ4L25ldy15b3JrLWpldHMtdHJhZGUtamFtYWwtYWRhbXMtc2VhdHRsZS1zZWFoYXdrcy1nZXQtdHdvLWZpcnN0LXJvdW5kLXBpY2tz0gGEAWh0dHBzOi8vd3d3LmVzcG4uY29tL25mbC9zdG9yeS9fL2lkLzI5NTM3NDQ4L25ldy15b3JrLWpldHMtdHJhZGUtamFtYWwtYWRhbXMtc2VhdHRsZS1zZWFoYXdrcy1nZXQtdHdvLWZpcnN0LXJvdW5kLXBpY2tzP3BsYXRmb3JtPWFtcA?oc=5
27	Sat, 25 Jul 2020 20:50:00 GMT	52780948234877	Knicks hiring Tom Thibodeau is a slam dunk in every way - New York Post		New York Post	https://news.google.com/__i/rss/rd/articles/CBMiVmh0dHBzOi8vbnlwb3N0LmNvbS8yMDIwLzA3LzI1L2tuaWNrcy1oaXJpbmctdG9tLXRoaWJvZGVhdS1pcy1hLXNsYW0tZHVuay1pbi1ldmVyeS13YXkv0gFaaHR0cHM6Ly9ueXBvc3QuY29tLzIwMjAvMDcvMjUva25pY2tzLWhpcmluZy10b20tdGhpYm9kZWF1LWlzLWEtc2xhbS1kdW5rLWluLWV2ZXJ5LXdheS9hbXAv?oc=5
28	Sat, 25 Jul 2020 21:20:51 GMT	52780945708816	WNBA players walk off court during national anthem ahead of season opener - Fox News		Fox News	https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vd3d3LmZveG5ld3MuY29tL3Nwb3J0cy93bmJhLXBsYXllcnMtd2Fsay1vZmYtY291cnQtbmF0aW9uYWwtYW50aGVtLXNlYXNvbi1vcGVuZXLSAVxodHRwczovL3d3dy5mb3huZXdzLmNvbS9zcG9ydHMvd25iYS1wbGF5ZXJzLXdhbGstb2ZmLWNvdXJ0LW5hdGlvbmFsLWFudGhlbS1zZWFzb24tb3BlbmVyLmFtcA?oc=5
29	Fri, 24 Jul 2020 20:09:00 GMT	52780938616994	Baseball’s Rainy Return Shatters Opening-Night Viewership Records With Yankees’ Win On ESPN - Deadline		Deadline	https://news.google.com/__i/rss/rd/articles/CBMilQFodHRwczovL2RlYWRsaW5lLmNvbS8yMDIwLzA3L3lhbmtlZXMtYmFzZWJhbGwtcmV0dXJuLXZpZXdlc2hpcC1yZWNvcmRzLXdhc2hpbmd0b24tbmF0aW9uYWxzLWVzcG4tc2FuLWZyYW5jaXNjby1naWFudHMtbG9zLWFuZ2VsZXMtZG9kZ2Vycy0xMjAyOTk0NjQ4L9IBmQFodHRwczovL2RlYWRsaW5lLmNvbS8yMDIwLzA3L3lhbmtlZXMtYmFzZWJhbGwtcmV0dXJuLXZpZXdlc2hpcC1yZWNvcmRzLXdhc2hpbmd0b24tbmF0aW9uYWxzLWVzcG4tc2FuLWZyYW5jaXNjby1naWFudHMtbG9zLWFuZ2VsZXMtZG9kZ2Vycy0xMjAyOTk0NjQ4L2FtcC8?oc=5
30	Sat, 25 Jul 2020 12:33:35 GMT	52780940269053	NASA's new Mars rover to record '7 minutes of terror' descent in HD - Business Insider - Business Insider		Business Insider	https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vbmFzYS1tYXJzLXBlcnNldmVyYW5jZS1yb3Zlci1zZXZlbi1taW51dGVzLXRlcnJvci1sYW5kaW5nLXZpZGVvLTIwMjAtN9IBamh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vbmFzYS1tYXJzLXBlcnNldmVyYW5jZS1yb3Zlci1zZXZlbi1taW51dGVzLXRlcnJvci1sYW5kaW5nLXZpZGVvLTIwMjAtNz9hbXA?oc=5
31	Sat, 25 Jul 2020 16:22:00 GMT	52780946490747	NASA's brand new image of Saturn will blow your mind - Mashable		Mashable	https://news.google.com/__i/rss/rd/articles/CBMiL2h0dHBzOi8vbWFzaGFibGUuY29tL2FydGljbGUvc2F0dXJuLWltYWdlLW5hc2Ev0gEyaHR0cHM6Ly9tYXNoYWJsZS5jb20vYXJ0aWNsZS9zYXR1cm4taW1hZ2UtbmFzYS5hbXA?oc=5
32	Fri, 24 Jul 2020 08:33:37 GMT	52780943006138	Must-see: Comet Neowise brightens the sky in New York couple’s viral engagement photos - WSB Atlanta		WSB Atlanta	https://news.google.com/__i/rss/rd/articles/CBMijAFodHRwczovL3d3dy53c2J0di5jb20vbmV3cy90cmVuZGluZy9tdXN0LXNlZS1jb21ldC1uZW93aXNlLWJyaWdodGVucy1za3ktbmV3LXlvcmstY291cGxlcy12aXJhbC1lbmdhZ2VtZW50LXBob3RvL1JKNjQ2VlFNT0ZBSUxIVDZJTDdKS0lUMjRJL9IBmwFodHRwczovL3d3dy53c2J0di5jb20vbmV3cy90cmVuZGluZy9tdXN0LXNlZS1jb21ldC1uZW93aXNlLWJyaWdodGVucy1za3ktbmV3LXlvcmstY291cGxlcy12aXJhbC1lbmdhZ2VtZW50LXBob3RvL1JKNjQ2VlFNT0ZBSUxIVDZJTDdKS0lUMjRJLz9vdXRwdXRUeXBlPWFtcA?oc=5
33	Fri, 24 Jul 2020 15:27:00 GMT	CBMiX2h0dHBzOi8vd3d3LmV4cHJlc3MuY28udWsvbmV3cy9zY2llbmNlLzEzMTI0NzMvQ29tZXQtTkVPV0lTRS10b25pZ2h0LXdoZXJlLWlzLUNvbWV0LU5FT1dJU0Utbm930gFjaHR0cHM6Ly93d3cuZXhwcmVzcy5jby51ay9uZXdzL3NjaWVuY2UvMTMxMjQ3My9Db21ldC1ORU9XSVNFLXRvbmlnaHQtd2hlcmUtaXMtQ29tZXQtTkVPV0lTRS1ub3cvYW1w	Comet NEOWISE tonight: Where is Comet NEOWISE now? - Daily Express		Daily Express	https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3LmV4cHJlc3MuY28udWsvbmV3cy9zY2llbmNlLzEzMTI0NzMvQ29tZXQtTkVPV0lTRS10b25pZ2h0LXdoZXJlLWlzLUNvbWV0LU5FT1dJU0Utbm930gFjaHR0cHM6Ly93d3cuZXhwcmVzcy5jby51ay9uZXdzL3NjaWVuY2UvMTMxMjQ3My9Db21ldC1ORU9XSVNFLXRvbmlnaHQtd2hlcmUtaXMtQ29tZXQtTkVPV0lTRS1ub3cvYW1w?oc=5
34	Sat, 25 Jul 2020 18:30:00 GMT	CAIiEAUjiroiSNAgmUTrLQYepg4qGAgEKg8IACoHCAowjtSUCjC30XQwi5e9Bg	Ancient teeth show history of epidemics is much older than we thought - The Washington Post		The Washington Post	https://news.google.com/__i/rss/rd/articles/CBMipgFodHRwczovL3d3dy53YXNoaW5ndG9ucG9zdC5jb20vaGVhbHRoL2FuY2llbnQtdGVldGgtc2hvdy1oaXN0b3J5LW9mLWVwaWRlbWljcy1pcy1tdWNoLW9sZGVyLXRoYW4td2UtdGhvdWdodC8yMDIwLzA3LzI0LzRmMThlZDk0LWI2NDEtMTFlYS1hOGRhLTY5M2RmM2Q3Njc0YV9zdG9yeS5odG1s0gG1AWh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS9oZWFsdGgvYW5jaWVudC10ZWV0aC1zaG93LWhpc3Rvcnktb2YtZXBpZGVtaWNzLWlzLW11Y2gtb2xkZXItdGhhbi13ZS10aG91Z2h0LzIwMjAvMDcvMjQvNGYxOGVkOTQtYjY0MS0xMWVhLWE4ZGEtNjkzZGYzZDc2NzRhX3N0b3J5Lmh0bWw_b3V0cHV0VHlwZT1hbXA?oc=5
